KeyArea,KPI,Year,Period,Dimension,MetricValue
Sales Performance,Gross Profit,2014,5,NULL,681263.163600
Sales Performance,Gross Profit,2012,5,NULL,296125.021100
Sales Performance,Gross Profit,2012,11,NULL,323276.213100
Sales Performance,Gross Profit,2013,9,NULL,339487.951200
Sales Performance,Gross Profit,2014,2,NULL,434546.576400
Sales Performance,Gross Profit,2013,1,NULL,365479.143800
Sales Performance,Gross Profit,2012,8,NULL,266848.314300
Sales Performance,Gross Profit,2012,2,NULL,278082.639400
Sales Performance,Gross Profit,2013,10,NULL,330040.196300
Sales Performance,Gross Profit,2014,11,NULL,792473.558700
Sales Performance,Gross Profit,2013,4,NULL,257991.879700
Sales Performance,Gross Profit,2012,3,NULL,201534.001300
Sales Performance,Gross Profit,2012,9,NULL,371555.080800
Sales Performance,Gross Profit,2014,8,NULL,552805.035100
Sales Performance,Gross Profit,2013,7,NULL,286326.430900
Sales Performance,Gross Profit,2012,6,NULL,263008.211000
Sales Performance,Gross Profit,2014,3,NULL,456183.034800
Sales Performance,Gross Profit,2014,9,NULL,674606.972400
Sales Performance,Gross Profit,2013,2,NULL,229520.992300
Sales Performance,Gross Profit,2013,8,NULL,272023.275800
Sales Performance,Gross Profit,2012,1,NULL,272821.249500
Sales Performance,Gross Profit,2013,11,NULL,54272.784500
Sales Performance,Gross Profit,2014,6,NULL,580185.459200
Sales Performance,Gross Profit,2013,5,NULL,282296.446500
Sales Performance,Gross Profit,2014,12,NULL,27366.001500
Sales Performance,Gross Profit,2012,4,NULL,383969.055700
Sales Performance,Gross Profit,2011,11,NULL,23189.870500
Sales Performance,Gross Profit,2012,12,NULL,333401.686500
Sales Performance,Gross Margin %,2014,1,NULL,1.536276
Sales Performance,Gross Margin %,2014,7,NULL,15.092312
Sales Performance,Gross Margin %,2013,6,NULL,9.299451
Sales Performance,Gross Margin %,2012,7,NULL,9.416604
Sales Performance,Gross Margin %,2011,12,NULL,40.271682
Sales Performance,Gross Margin %,2014,4,NULL,11.727132
Sales Performance,Gross Margin %,2014,10,NULL,41.526136
Sales Performance,Gross Margin %,2013,3,NULL,8.683992
Sales Performance,Gross Margin %,2012,10,NULL,-21.370762
Sales Performance,Gross Margin %,2013,12,NULL,1.982436
Sales Performance,Gross Margin %,2014,5,NULL,20.568731
Sales Performance,Gross Margin %,2012,5,NULL,40.134052
Sales Performance,Gross Margin %,2012,11,NULL,10.514406
Sales Performance,Gross Margin %,2013,9,NULL,9.949622
Sales Performance,Gross Margin %,2014,2,NULL,13.033931
Sales Performance,Gross Margin %,2013,1,NULL,10.692922
Sales Performance,Gross Margin %,2012,8,NULL,18.086176
Sales Performance,Gross Margin %,2012,2,NULL,11.141949
Sales Performance,Gross Margin %,2013,10,NULL,13.033394
Sales Performance,Gross Margin %,2014,11,NULL,14.766565
Sales Performance,Gross Margin %,2013,4,NULL,10.140827
Sales Performance,Gross Margin %,2012,3,NULL,40.140311
Sales Performance,Gross Margin %,2012,9,NULL,12.486106
Sales Performance,Gross Margin %,2014,8,NULL,41.324265
Sales Performance,Gross Margin %,2013,7,NULL,13.713789
Sales Performance,Gross Margin %,2012,6,NULL,20.079059
Sales Performance,Gross Margin %,2014,3,NULL,10.063804
Sales Performance,Gross Margin %,2014,9,NULL,9.346783
Sales Performance,Gross Margin %,2013,2,NULL,10.549599
Sales Performance,Gross Margin %,2013,8,NULL,11.740717
Sales Performance,Gross Margin %,2012,1,NULL,13.343502
Sales Performance,Gross Margin %,2013,11,NULL,1.672183
Sales Performance,Gross Margin %,2014,6,NULL,14.235980
Sales Performance,Gross Margin %,2013,5,NULL,15.074286
Sales Performance,Gross Margin %,2014,12,NULL,55.842327
Sales Performance,Gross Margin %,2012,4,NULL,8.367596
Sales Performance,Gross Margin %,2011,11,NULL,4.602937
Sales Performance,Gross Margin %,2012,12,NULL,8.133029
Sales Performance,YoY Growth - By Category,2012,NULL,Clothing,8242.395600
Sales Performance,YoY Growth - By Category,2013,NULL,Accessories,207.351800
Sales Performance,YoY Growth - By Category,2012,NULL,Components,7648.650100
Sales Performance,YoY Growth - By Category,2012,NULL,Bikes,2723.430800
Sales Performance,YoY Growth - By Category,2014,NULL,Clothing,36.876500
Sales Performance,YoY Growth - By Category,2013,NULL,Bikes,11.227100
Sales Performance,YoY Growth - By Category,2012,NULL,Accessories,3683.125800
Sales Performance,YoY Growth - By Category,2013,NULL,Components,99.771200
Sales Performance,YoY Growth - By Category,2013,NULL,Clothing,230.504800
Sales Performance,YoY Growth - By Category,2014,NULL,Components,-8.851000
Sales Performance,YoY Growth - By Category,2014,NULL,Bikes,32.173800
Sales Performance,YoY Growth - By Category,2014,NULL,Accessories,411.790200
Sales Performance,YoY Growth - By Region,2012,NULL,Canada,3443.354900
Sales Performance,YoY Growth - By Region,2013,NULL,Northeast,62.496500
Sales Performance,YoY Growth - By Region,2012,NULL,France,1833.674700
Sales Performance,YoY Growth - By Region,2012,NULL,Central,13373.882000
Sales Performance,YoY Growth - By Region,2013,NULL,United Kingdom,180.392000
Sales Performance,YoY Growth - By Region,2014,NULL,Australia,130.398400
Sales Performance,YoY Growth - By Region,2013,NULL,Germany,112.367400
Sales Performance,YoY Growth - By Region,2012,NULL,Southeast,2215.468100
Sales Performance,YoY Growth - By Region,2012,NULL,Northwest,3162.231800
Sales Performance,YoY Growth - By Region,2014,NULL,France,55.094400
Sales Performance,YoY Growth - By Region,2014,NULL,Central,-12.176100
Sales Performance,YoY Growth - By Region,2012,NULL,Southwest,3866.293700
Sales Performance,YoY Growth - By Region,2013,NULL,Canada,16.788600
Sales Performance,YoY Growth - By Region,2013,NULL,Central,8.770300
Sales Performance,YoY Growth - By Region,2012,NULL,United Kingdom,2084.172700
Sales Performance,YoY Growth - By Region,2013,NULL,Southwest,23.782900
Sales Performance,YoY Growth - By Region,2013,NULL,Australia,-3.507500
Sales Performance,YoY Growth - By Region,2014,NULL,Canada,-0.233900
Sales Performance,YoY Growth - By Region,2013,NULL,Southeast,-24.533200
Sales Performance,YoY Growth - By Region,2014,NULL,Germany,194.592900
Sales Performance,YoY Growth - By Region,2013,NULL,Northwest,-14.182300
Sales Performance,YoY Growth - By Region,2014,NULL,Northeast,-37.731300
Sales Performance,YoY Growth - By Region,2014,NULL,United Kingdom,96.721200
Sales Performance,YoY Growth - By Region,2014,NULL,Southeast,-14.201400
Sales Performance,YoY Growth - By Region,2012,NULL,Germany,1361.172700
Sales Performance,YoY Growth - By Region,2014,NULL,Northwest,56.675800
Sales Performance,YoY Growth - By Region,2014,NULL,Southwest,7.004400
Sales Performance,YoY Growth - By Region,2012,NULL,Australia,1089.650300
Sales Performance,YoY Growth - By Region,2012,NULL,Northeast,8706.932100
Sales Performance,YoY Growth - By Region,2013,NULL,France,224.701600
Sales Performance,Pareto Ratio,NULL,NULL,Products contributing 80% of Gross Profit,13.533835
Quality Control,Scrap Cost Ratio,2014,1,NULL,0.230000
Quality Control,Scrap Cost Ratio,2014,7,NULL,0.110000
Quality Control,Scrap Cost Ratio,2013,6,NULL,0.120000
Quality Control,Scrap Cost Ratio,2012,7,NULL,0.230000
Quality Control,Scrap Cost Ratio,2011,12,NULL,0.030000
Quality Control,Scrap Cost Ratio,2014,4,NULL,0.130000
Quality Control,Scrap Cost Ratio,2014,10,NULL,0.220000
Quality Control,Scrap Cost Ratio,2013,3,NULL,0.170000
Quality Control,Scrap Cost Ratio,2012,10,NULL,0.240000
Quality Control,Scrap Cost Ratio,2013,12,NULL,0.180000
Quality Control,Scrap Cost Ratio,2014,5,NULL,0.240000
Quality Control,Scrap Cost Ratio,2012,5,NULL,0.120000
Quality Control,Scrap Cost Ratio,2012,11,NULL,0.220000
Quality Control,Scrap Cost Ratio,2013,9,NULL,0.270000
Quality Control,Scrap Cost Ratio,2014,2,NULL,0.120000
Quality Control,Scrap Cost Ratio,2013,1,NULL,0.300000
Quality Control,Scrap Cost Ratio,2012,8,NULL,0.150000
Quality Control,Scrap Cost Ratio,2012,2,NULL,0.120000
Quality Control,Scrap Cost Ratio,2013,10,NULL,0.270000
Quality Control,Scrap Cost Ratio,2014,11,NULL,0.070000
Quality Control,Scrap Cost Ratio,2013,4,NULL,0.150000
Quality Control,Scrap Cost Ratio,2012,3,NULL,0.050000
Quality Control,Scrap Cost Ratio,2012,9,NULL,0.070000
Quality Control,Scrap Cost Ratio,2014,8,NULL,0.170000
Quality Control,Scrap Cost Ratio,2013,7,NULL,0.280000
Quality Control,Scrap Cost Ratio,2012,6,NULL,0.050000
Quality Control,Scrap Cost Ratio,2014,3,NULL,0.110000
Quality Control,Scrap Cost Ratio,2014,9,NULL,0.070000
Quality Control,Scrap Cost Ratio,2013,2,NULL,0.090000
Quality Control,Scrap Cost Ratio,2013,8,NULL,0.260000
Quality Control,Scrap Cost Ratio,2012,1,NULL,0.130000
Quality Control,Scrap Cost Ratio,2013,11,NULL,0.020000
Quality Control,Scrap Cost Ratio,2014,6,NULL,0.180000
Quality Control,Scrap Cost Ratio,2013,5,NULL,0.190000
Quality Control,Scrap Cost Ratio,2014,12,NULL,0.000000
Quality Control,Scrap Cost Ratio,2012,4,NULL,0.220000
Quality Control,Scrap Cost Ratio,2012,12,NULL,0.190000
Quality Control,Defect Rate %,2014,1,NULL,0.000000
Quality Control,Defect Rate %,2014,7,NULL,0.000000
Quality Control,Defect Rate %,2013,6,NULL,0.000000
Quality Control,Defect Rate %,2012,7,NULL,0.000000
Quality Control,Defect Rate %,2011,12,NULL,0.000000
Quality Control,Defect Rate %,2014,4,NULL,0.000000
Quality Control,Defect Rate %,2014,10,NULL,0.000000
Quality Control,Defect Rate %,2013,3,NULL,0.000000
Quality Control,Defect Rate %,2012,10,NULL,0.000000
Quality Control,Defect Rate %,2013,12,NULL,0.000000
Quality Control,Defect Rate %,2014,5,NULL,0.000000
Quality Control,Defect Rate %,2012,5,NULL,0.000000
Quality Control,Defect Rate %,2012,11,NULL,0.000000
Quality Control,Defect Rate %,2013,9,NULL,0.000000
Quality Control,Defect Rate %,2014,2,NULL,0.000000
Quality Control,Defect Rate %,2013,1,NULL,0.000000
Quality Control,Defect Rate %,2012,8,NULL,0.000000
Quality Control,Defect Rate %,2012,2,NULL,0.000000
Quality Control,Defect Rate %,2013,10,NULL,0.000000
Quality Control,Defect Rate %,2014,11,NULL,0.000000
Quality Control,Defect Rate %,2013,4,NULL,0.000000
Quality Control,Defect Rate %,2012,3,NULL,0.000000
Quality Control,Defect Rate %,2012,9,NULL,0.000000
Quality Control,Defect Rate %,2014,8,NULL,0.000000
Quality Control,Defect Rate %,2013,7,NULL,0.000000
Quality Control,Defect Rate %,2012,6,NULL,0.000000
Quality Control,Defect Rate %,2014,3,NULL,0.000000
Quality Control,Defect Rate %,2014,9,NULL,0.000000
Quality Control,Defect Rate %,2013,2,NULL,0.000000
Quality Control,Defect Rate %,2013,8,NULL,0.000000
Quality Control,Defect Rate %,2012,1,NULL,0.000000
Quality Control,Defect Rate %,2013,11,NULL,0.000000
Quality Control,Defect Rate %,2014,6,NULL,0.000000
Quality Control,Defect Rate %,2013,5,NULL,0.000000
Quality Control,Defect Rate %,2014,12,NULL,0.000000
Quality Control,Defect Rate %,2012,4,NULL,0.000000
Quality Control,Defect Rate %,2012,12,NULL,0.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,1,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,7,NULL,7.000934
Supply Chain & Fulfillment,Order Lead Time (days),2013,6,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,7,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2011,12,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,4,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,10,NULL,7.000946
Supply Chain & Fulfillment,Order Lead Time (days),2013,3,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,10,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2013,12,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,5,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,5,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,11,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2013,9,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,2,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2013,1,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,8,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,2,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2013,10,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,11,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2013,4,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,3,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,9,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,8,NULL,7.001708
Supply Chain & Fulfillment,Order Lead Time (days),2013,7,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,6,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,3,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,9,NULL,7.000834
Supply Chain & Fulfillment,Order Lead Time (days),2013,2,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2013,8,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,1,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2013,11,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,6,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2013,5,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2014,12,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,4,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2011,11,NULL,7.000000
Supply Chain & Fulfillment,Order Lead Time (days),2012,12,NULL,7.000000
